Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
105,552700,Central Coal Gasification w/CCS,2015,201735500,0.9,Central,40,0.571496679,4280733609,0,,0.063712463,0.049243959,0,0.339007252,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
106,577550,Central Coal Gasification w/CCS,2015,210805750,0.9,Central,40,0.574031458,4389690083,0,,0.063712463,0.04935946,0,0.335036334,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
107,602400,Central Coal Gasification w/CCS,2015,219876000,0.9,Central,40,0.57641718,4497135575,0,,0.063712463,0.049468914,0,0.331410408,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
108,627250,Central Coal Gasification w/CCS,2015,228946250,0.9,Central,40,0.578667776,4603152801,0,,0.063712463,0.049572883,0,0.328094094,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
109,652100,Central Coal Gasification w/CCS,2015,238016500,0.9,Central,40,0.580795422,4707816858,0,,0.063712463,0.04967186,0,0.325045788,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
110,676950,Central Coal Gasification w/CCS,2015,247086750,0.9,Central,40,0.582810817,4811196190,0,,0.063712463,0.049766273,0,0.322240868,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
111,701800,Central Coal Gasification w/CCS,2015,256157000,0.9,Central,40,0.584723402,4913353400,0,,0.063712463,0.049856504,0,0.319654535,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
112,726650,Central Coal Gasification w/CCS,2015,265227250,0.9,Central,40,0.586541547,5014345935,0,,0.063712463,0.049942889,0,0.317265282,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
113,751500,Central Coal Gasification w/CCS,2015,274297500,0.9,Central,40,0.5882727,5114226676,0,,0.063712463,0.050025725,0,0.315057733,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
114,776350,Central Coal Gasification w/CCS,2015,283367750,0.9,Central,40,0.589923515,5213044433,0,,0.063712463,0.05010528,0,0.313008617,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
115,801200,Central Coal Gasification w/CCS,2015,292438000,0.9,Central,40,0.591499956,5310844385,0,,0.063712463,0.050181792,0,0.311106954,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html + NETL model cost of CCS variable expense,,,0.911233656,0.004979755,"There are two Shell dry feed, pressurized, up-flow, entrained, slagging gasifiers, operating at 4.2 MPa (615 psia).  The air separation plant supplies 95 percent O₂ to the gasifiers. Coal reacts with O₂ and steam at a temperature of 1,427°C (2,600°F) in the gasifier to produce principally H₂ and CO with little CO₂ formed.  The gasifier’s refractory-lined water wall is protected by molten slag that solidifies on the cooled walls. Syngas exiting the gasifier is converted to a CO₂ and H₂-rich syngas to maximize H₂ product yield and maximize the extent of CO₂ separation that can be performed on the high-pressure syngas stream.  CO is converted to CO₂ by reacting with steam over a bed of water gas shift catalyst. CO₂ and H₂S are removed via acid gas removal (AGR), which is a two-stage Selexol process. Hydrogen is further purified using a PSA system. CO₂ is transported via 100 mile pipeline and injected into a geologic saline storage site.",660000
